Time gripper_l_joint gripper_r_joint yumi_joint_1_l yumi_joint_1_r yumi_joint_2_l yumi_joint_2_r yumi_joint_3_l yumi_joint_3_r yumi_joint_4_l yumi_joint_4_r yumi_joint_5_l yumi_joint_5_r yumi_joint_6_l yumi_joint_6_r yumi_joint_7_l yumi_joint_7_r 
810000000 0.00313639 0.0235563 -0.417911 1.03908 -1.46723 -1.75547 0.7433 0.378314 -0.793095 0.778718 0.446009 0.485721 1.1995 1.19956 1.20069 -1.73603 
830000000 0.00313606 0.0235624 -0.417919 1.03909 -1.46723 -1.75257 0.743299 0.380355 -0.793096 0.780391 0.446009 0.478799 1.1995 1.19956 1.2007 -1.73343 
850000000 0.00313709 0.0235414 -0.417929 1.05081 -1.46724 -1.76429 0.743297 0.359226 -0.793097 0.781494 0.446009 0.475926 1.1995 1.19956 1.20071 -1.72915 
870000000 0.00313668 0.0235465 -0.417937 1.0497 -1.46724 -1.76611 0.743295 0.35764 -0.793097 0.781676 0.446009 0.480258 1.1995 1.19956 1.20071 -1.73271 
890000000 0.00313537 0.0235446 -0.417947 1.06367 -1.46725 -1.78065 0.743294 0.325149 -0.793098 0.782958 0.446008 0.475912 1.1995 1.19956 1.20072 -1.74371 
910000000 0.00313657 0.0235351 -0.417954 1.07453 -1.46725 -1.80138 0.743292 0.291942 -0.793099 0.784681 0.446008 0.466323 1.1995 1.19955 1.20072 -1.76325 
930000000 0.00313423 0.0235435 -0.417963 1.06979 -1.46725 -1.8102 0.743291 0.290325 -0.793099 0.783329 0.446008 0.47016 1.1995 1.19955 1.20073 -1.77549 
950000000 0.00313451 0.0235491 -0.417975 1.06655 -1.46726 -1.81446 0.74329 0.28569 -0.7931 0.783326 0.446008 0.470633 1.1995 1.19955 1.20074 -1.7857 
970000000 0.00313481 0.0235447 -0.417989 1.07499 -1.46726 -1.8216 0.743288 0.263339 -0.793101 0.783839 0.446007 0.468831 1.1995 1.19955 1.20074 -1.79472 
990000000 0.00313397 0.0235515 -0.418001 1.09269 -1.46726 -1.83436 0.743287 0.223456 -0.793101 0.786798 0.446007 0.462618 1.1995 1.19955 1.20075 -1.80413 
