Time gripper_l_joint gripper_r_joint yumi_joint_1_l yumi_joint_1_r yumi_joint_2_l yumi_joint_2_r yumi_joint_3_l yumi_joint_3_r yumi_joint_4_l yumi_joint_4_r yumi_joint_5_l yumi_joint_5_r yumi_joint_6_l yumi_joint_6_r yumi_joint_7_l yumi_joint_7_r 
90000000 0.0241512 0.00129879 -0.456482 0.615493 -1.46392 -1.44697 0.789444 1.09469 -0.797596 0.800164 0.459682 0.483918 1.20683 1.2235 1.2136 -1.40819 
110000000 0.0241962 0.00130477 -0.456608 0.618319 -1.46387 -1.44558 0.789572 1.13245 -0.797587 0.800158 0.459713 0.484626 1.20682 1.2235 1.21361 -1.43756 
130000000 0.0242439 0.00131667 -0.456739 0.62157 -1.46381 -1.44168 0.789701 1.14926 -0.797578 0.800594 0.459745 0.474969 1.20681 1.2235 1.21363 -1.4554 
150000000 0.0242888 0.00131918 -0.456871 0.626472 -1.46376 -1.43346 0.789833 1.15028 -0.797569 0.801681 0.459777 0.465169 1.2068 1.2235 1.21364 -1.48161 
170000000 0.0243348 0.00130804 -0.456997 0.628886 -1.4637 -1.43082 0.789963 1.15323 -0.79756 0.802711 0.459808 0.458977 1.20679 1.2235 1.21365 -1.49666 
190000000 0.0243835 0.00131852 -0.457126 0.626753 -1.46364 -1.43378 0.790093 1.16687 -0.797551 0.801457 0.459839 0.471179 1.20678 1.22351 1.21366 -1.49374 
210000000 0.0244304 0.00130912 -0.457253 0.627464 -1.46359 -1.4391 0.790224 1.219 -0.797542 0.800819 0.459871 0.484641 1.20677 1.22351 1.21368 -1.45569 
230000000 0.0244755 0.00135124 -0.457378 0.630895 -1.46353 -1.43749 0.790354 1.26739 -0.797533 0.801237 0.459903 0.482071 1.20676 1.22351 1.21369 -1.44112 
250000000 0.024521 0.00132892 -0.457501 0.638851 -1.46348 -1.44515 0.790483 1.31329 -0.797524 0.801213 0.459934 0.490659 1.20675 1.22351 1.2137 -1.41664 
270000000 0.0245702 0.00134875 -0.457629 0.645053 -1.46342 -1.43534 0.790613 1.33013 -0.797515 0.801297 0.459965 0.473643 1.20674 1.22351 1.21372 -1.43807 
290000000 0.0246176 0.00134099 -0.457755 0.65188 -1.46337 -1.43318 0.790744 1.3441 -0.797505 0.802036 0.459997 0.464464 1.20673 1.22352 1.21373 -1.45755 
310000000 0.024664 0.00134599 -0.457884 0.659876 -1.46331 -1.43531 0.790876 1.36228 -0.797496 0.801989 0.460029 0.46939 1.20672 1.22352 1.21374 -1.45958 
330000000 0.0247117 0.0013462 -0.458008 0.668305 -1.46326 -1.43804 0.791005 1.38758 -0.797486 0.801795 0.460059 0.474729 1.20671 1.22352 1.21376 -1.45008 
350000000 0.02476 0.00134136 -0.458133 0.674761 -1.4632 -1.43851 0.791136 1.396 -0.797476 0.801442 0.460091 0.473638 1.20671 1.22352 1.21377 -1.44511 
370000000 0.0248063 0.00133158 -0.458259 0.689004 -1.46315 -1.44356 0.791268 1.39401 -0.797467 0.800948 0.460122 0.480579 1.2067 1.22352 1.21378 -1.43306 
390000000 0.0248546 0.0013279 -0.458384 0.703053 -1.46309 -1.44868 0.7914 1.3914 -0.797457 0.801311 0.460154 0.488626 1.20669 1.22352 1.2138 -1.41237 
410000000 0.0249002 0.00131522 -0.458508 0.70821 -1.46304 -1.4511 0.791529 1.39245 -0.797448 0.800932 0.460184 0.500055 1.20668 1.22352 1.21381 -1.40283 
430000000 0.0249511 0.00133268 -0.458633 0.709522 -1.46298 -1.43715 0.791659 1.3793 -0.797438 0.802017 0.460215 0.474318 1.20667 1.22353 1.21382 -1.43305 
450000000 0.0249973 0.00131087 -0.458758 0.720116 -1.46293 -1.44347 0.791791 1.36175 -0.797428 0.801159 0.460247 0.489948 1.20666 1.22352 1.21384 -1.43866 
470000000 0.0238141 0.00132926 -0.458878 0.724134 -1.46288 -1.43809 0.791907 1.33464 -0.797419 0.801742 0.460277 0.483861 1.20665 1.22352 1.21384 -1.45703 
490000000 0.0237529 0.00132281 -0.459003 0.730912 -1.46283 -1.44238 0.792037 1.32223 -0.79741 0.801757 0.460308 0.486106 1.20664 1.22352 1.21386 -1.45201 
510000000 0.0238002 0.0013172 -0.459126 0.734964 -1.46277 -1.43509 0.792167 1.32147 -0.797401 0.802864 0.460339 0.470936 1.20663 1.22352 1.21387 -1.45396 
530000000 0.0238463 0.00131609 -0.459256 0.742437 -1.46272 -1.43756 0.792299 1.31385 -0.797392 0.801674 0.460371 0.483119 1.20662 1.22352 1.21388 -1.45655 
550000000 0.0238941 0.00132159 -0.459382 0.749521 -1.46266 -1.43872 0.79243 1.33166 -0.797384 0.801214 0.460403 0.486751 1.20661 1.22353 1.21389 -1.44341 
570000000 0.0239388 0.00130488 -0.459507 0.764085 -1.46261 -1.4451 0.792563 1.3608 -0.797375 0.801366 0.460435 0.500702 1.2066 1.22353 1.2139 -1.41578 
590000000 0.0239856 0.00131084 -0.459631 0.766147 -1.46256 -1.43755 0.792694 1.35542 -0.797365 0.802011 0.460467 0.490802 1.20659 1.22352 1.21392 -1.43362 
610000000 0.0240352 0.00132181 -0.459759 0.768108 -1.4625 -1.43713 0.792821 1.3308 -0.797357 0.801425 0.460497 0.498383 1.20659 1.22352 1.21393 -1.45331 
630000000 0.0240816 0.00132253 -0.459887 0.774348 -1.46245 -1.43576 0.792952 1.30373 -0.797348 0.801851 0.460529 0.496852 1.20658 1.22352 1.21394 -1.45816 
650000000 0.0241274 0.00130905 -0.460011 0.78039 -1.46239 -1.44027 0.793083 1.28573 -0.797339 0.801064 0.46056 0.498614 1.20657 1.22352 1.21395 -1.45805 
670000000 0.0241737 0.00131098 -0.460136 0.784381 -1.46234 -1.43891 0.793214 1.27517 -0.79733 0.801333 0.460592 0.494097 1.20656 1.22353 1.21397 -1.46017 
690000000 0.0242219 0.00131564 -0.460262 0.792063 -1.46228 -1.43681 0.793344 1.25354 -0.79732 0.801276 0.460623 0.490335 1.20655 1.22353 1.21398 -1.47993 
710000000 0.0242676 0.00131702 -0.460383 0.794371 -1.46223 -1.43388 0.793472 1.21807 -0.797311 0.802122 0.460653 0.481384 1.20654 1.22353 1.21399 -1.50503 
730000000 0.0243152 0.00130587 -0.460507 0.797846 -1.46217 -1.43729 0.793602 1.19451 -0.797302 0.800936 0.460684 0.484861 1.20653 1.22353 1.214 -1.50553 
750000000 0.0243622 0.00131168 -0.460633 0.808523 -1.46212 -1.43891 0.793732 1.18977 -0.797292 0.800352 0.460715 0.4929 1.20652 1.22354 1.21402 -1.49085 
770000000 0.0244091 0.00131423 -0.460755 0.817317 -1.46206 -1.43778 0.793863 1.18581 -0.797282 0.800593 0.460747 0.486933 1.20651 1.22354 1.21403 -1.49153 
790000000 0.0244569 0.00131962 -0.460878 0.820788 -1.46201 -1.43692 0.793992 1.16152 -0.797272 0.801267 0.460778 0.484097 1.2065 1.22354 1.21404 -1.51924 
810000000 0.0245029 0.00130704 -0.461 0.825674 -1.46195 -1.43675 0.794123 1.13149 -0.797262 0.801549 0.460809 0.481293 1.2065 1.22354 1.21406 -1.54245 
830000000 0.02455 0.00130738 -0.461124 0.831971 -1.4619 -1.43709 0.794253 1.11342 -0.797252 0.800912 0.46084 0.485261 1.20649 1.22354 1.21407 -1.54413 
850000000 0.0245961 0.00131292 -0.461243 0.833934 -1.46185 -1.43683 0.79438 1.09114 -0.797244 0.801689 0.46087 0.474773 1.20648 1.22354 1.21408 -1.56517 
870000000 0.024645 0.00131602 -0.461365 0.838364 -1.46179 -1.43694 0.794509 1.07141 -0.797234 0.801931 0.460901 0.470004 1.20647 1.22354 1.21409 -1.57152 
890000000 0.024692 0.00131632 -0.461485 0.843377 -1.46174 -1.43689 0.794639 1.02365 -0.797224 0.802218 0.460931 0.462346 1.20646 1.22355 1.21411 -1.60897 
910000000 0.02474 0.00130972 -0.461605 0.847003 -1.46169 -1.43709 0.794768 0.98019 -0.797214 0.802196 0.460962 0.459975 1.20645 1.22355 1.21412 -1.64057 
930000000 0.0247874 0.00131541 -0.461725 0.849164 -1.46163 -1.43526 0.794899 0.951889 -0.797204 0.802575 0.460993 0.465864 1.20644 1.22355 1.21413 -1.66148 
950000000 0.0248346 0.00131272 -0.461845 0.851583 -1.46158 -1.43471 0.795029 0.961596 -0.797194 0.801838 0.461024 0.468253 1.20643 1.22355 1.21415 -1.65534 
970000000 0.0248822 0.0013143 -0.461965 0.858163 -1.46153 -1.43589 0.795157 0.962002 -0.797184 0.802638 0.461054 0.462495 1.20643 1.22355 1.21416 -1.66969 
990000000 0.0249287 0.00132499 -0.462085 0.86211 -1.46147 -1.43349 0.795289 0.981253 -0.797173 0.801757 0.461085 0.474323 1.20642 1.22355 1.21417 -1.6712 
10000000 0.0249755 0.00132326 -0.462203 0.869679 -1.46142 -1.43689 0.795417 1.00507 -0.797163 0.804356 0.461116 0.458154 1.20641 1.22355 1.21419 -1.66808 
30000000 0.0244976 0.00132227 -0.462314 0.872584 -1.46137 -1.43781 0.795532 0.992953 -0.797154 0.80547 0.461146 0.449899 1.2064 1.22356 1.21419 -1.69024 
50000000 0.0237387 0.00132979 -0.462432 0.876108 -1.46132 -1.43913 0.795658 0.987064 -0.797145 0.806684 0.461175 0.44071 1.20639 1.22356 1.21421 -1.69826 
70000000 0.0237765 0.00132177 -0.462553 0.880148 -1.46127 -1.43739 0.795787 0.963532 -0.797135 0.805878 0.461206 0.445509 1.20638 1.22356 1.21422 -1.70959 
90000000 0.0238235 0.00132032 -0.462675 0.885664 -1.46121 -1.43709 0.795916 0.955387 -0.797126 0.804976 0.461237 0.448852 1.20637 1.22356 1.21423 -1.70505 
110000000 0.0238701 0.0013184 -0.462796 0.894192 -1.46116 -1.43428 0.796046 0.958611 -0.797116 0.803264 0.461268 0.459171 1.20637 1.22356 1.21424 -1.69723 
130000000 0.0239166 0.00131841 -0.462918 0.899464 -1.4611 -1.43401 0.796176 0.953745 -0.797107 0.803167 0.461299 0.460662 1.20636 1.22356 1.21426 -1.6995 
150000000 0.0239638 0.00132338 -0.463038 0.908005 -1.46105 -1.4315 0.796306 0.982883 -0.797097 0.801889 0.461329 0.468308 1.20635 1.22356 1.21427 -1.6776 
170000000 0.0240094 0.0013346 -0.463158 0.915211 -1.461 -1.43253 0.796435 0.972037 -0.797088 0.802757 0.46136 0.462063 1.20634 1.22357 1.21428 -1.70195 
190000000 0.0240564 0.00132129 -0.46328 0.926158 -1.46094 -1.43052 0.796565 0.977999 -0.797078 0.800308 0.461391 0.4733 1.20633 1.22357 1.21429 -1.6895 
210000000 0.0241028 0.00132072 -0.4634 0.94119 -1.46089 -1.43377 0.796693 0.955381 -0.797068 0.801866 0.461422 0.459388 1.20632 1.22357 1.21431 -1.69642 
230000000 0.02415 0.00131605 -0.463519 0.945514 -1.46084 -1.43578 0.796823 0.920206 -0.797058 0.802843 0.461452 0.453201 1.20631 1.22357 1.21432 -1.71112 
250000000 0.0241971 0.00131851 -0.463639 0.952627 -1.46078 -1.42758 0.796954 0.934714 -0.797048 0.799509 0.461483 0.475416 1.2063 1.22357 1.21433 -1.69293 
270000000 0.0242427 0.00131935 -0.463758 0.964774 -1.46073 -1.42591 0.797083 0.985361 -0.797038 0.798273 0.461514 0.481451 1.2063 1.22357 1.21434 -1.65346 
290000000 0.0242898 0.00131415 -0.463875 0.978996 -1.46068 -1.42748 0.797212 1.01565 -0.797028 0.798843 0.461544 0.471241 1.20629 1.22357 1.21436 -1.63835 
310000000 0.024336 0.001321 -0.463995 0.990567 -1.46062 -1.42863 0.797342 1.01108 -0.797018 0.799306 0.461575 0.468546 1.20628 1.22357 1.21437 -1.65651 
330000000 0.0243826 0.00132042 -0.464112 0.999509 -1.46057 -1.4294 0.797468 1.0035 -0.797009 0.7996 0.461604 0.463871 1.20627 1.22357 1.21438 -1.66389 
350000000 0.0244297 0.00131431 -0.46423 1.01108 -1.46052 -1.42696 0.797597 1.01479 -0.796999 0.798478 0.461634 0.47537 1.20626 1.22358 1.21439 -1.65149 
370000000 0.0244762 0.00132106 -0.464348 1.01816 -1.46046 -1.42772 0.797726 1.0223 -0.796989 0.798835 0.461665 0.471958 1.20625 1.22358 1.21441 -1.6487 
390000000 0.0245238 0.00131967 -0.464468 1.02282 -1.46041 -1.42767 0.797856 1.019 -0.796979 0.79834 0.461695 0.470177 1.20624 1.22358 1.21442 -1.64696 
410000000 0.0245725 0.00130379 -0.464585 1.03784 -1.46036 -1.42765 0.797986 1.01731 -0.796968 0.798143 0.461725 0.469886 1.20624 1.22358 1.21443 -1.63841 
430000000 0.0246197 0.00130965 -0.464703 1.05258 -1.4603 -1.42778 0.798114 1.00674 -0.796958 0.799087 0.461755 0.471235 1.20623 1.22358 1.21445 -1.64218 
450000000 0.0246662 0.00130948 -0.464819 1.05996 -1.46025 -1.42617 0.798244 0.986106 -0.796947 0.79838 0.461785 0.47754 1.20622 1.22359 1.21446 -1.64923 
470000000 0.024714 0.00129311 -0.464939 1.06795 -1.46019 -1.42661 0.798372 0.967085 -0.796937 0.798912 0.461816 0.476671 1.20621 1.22359 1.21447 -1.64993 
490000000 0.0247602 0.00131151 -0.465055 1.0767 -1.46014 -1.42591 0.798501 0.965816 -0.796926 0.799208 0.461846 0.478328 1.2062 1.22359 1.21448 -1.64625 
510000000 0.0248081 0.00130269 -0.465172 1.08245 -1.46009 -1.43247 0.798629 0.928067 -0.796915 0.802059 0.461875 0.460179 1.20619 1.22359 1.2145 -1.67993 
530000000 0.0248545 0.00130818 -0.465289 1.08506 -1.46003 -1.43021 0.798759 0.890974 -0.796905 0.801183 0.461905 0.464334 1.20619 1.22359 1.21451 -1.71411 
550000000 0.0249005 0.00130173 -0.465406 1.09068 -1.45998 -1.43356 0.798887 0.890206 -0.796894 0.802141 0.461936 0.455881 1.20618 1.2236 1.21452 -1.71004 
570000000 0.0249477 0.00130207 -0.465525 1.10057 -1.45993 -1.43287 0.799019 0.887722 -0.796882 0.801909 0.461967 0.458087 1.20617 1.2236 1.21454 -1.70674 
590000000 0.0249939 0.00130124 -0.46564 1.10629 -1.45987 -1.43617 0.799148 0.881482 -0.796872 0.801386 0.461996 0.454588 1.20616 1.2236 1.21455 -1.71095 
610000000 0.0238675 0.00129771 -0.465748 1.10882 -1.45982 -1.44128 0.799262 0.858516 -0.796863 0.803516 0.462026 0.444645 1.20615 1.2236 1.21456 -1.72893 
630000000 0.0237462 0.00129131 -0.465866 1.11671 -1.45977 -1.43813 0.799387 0.840117 -0.796853 0.801826 0.462054 0.45429 1.20615 1.2236 1.21457 -1.73979 
650000000 0.0237906 0.00129555 -0.465985 1.12809 -1.45972 -1.4411 0.799517 0.815068 -0.796843 0.802578 0.462086 0.449708 1.20614 1.22361 1.21458 -1.74912 
670000000 0.0238365 0.0012886 -0.466104 1.13712 -1.45966 -1.43359 0.799648 0.781199 -0.796832 0.800659 0.462116 0.460439 1.20613 1.22361 1.2146 -1.75979 
690000000 0.0238835 0.00128944 -0.466222 1.14934 -1.45961 -1.44305 0.799774 0.754308 -0.796823 0.804077 0.462146 0.448004 1.20612 1.22361 1.21461 -1.76122 
710000000 0.0239296 0.00128915 -0.46634 1.15694 -1.45956 -1.43954 0.799904 0.733873 -0.796813 0.803426 0.462176 0.452287 1.20611 1.22361 1.21462 -1.76566 
730000000 0.0239755 0.00128983 -0.466459 1.16838 -1.4595 -1.43883 0.800031 0.735864 -0.796803 0.803492 0.462206 0.454869 1.2061 1.22361 1.21463 -1.75613 
750000000 0.024022 0.00128822 -0.466577 1.18616 -1.45945 -1.43623 0.80016 0.733614 -0.796793 0.801703 0.462236 0.462042 1.2061 1.22361 1.21464 -1.75229 
770000000 0.0240686 0.00128005 -0.466695 1.2095 -1.45939 -1.4329 0.800288 0.734888 -0.796783 0.799102 0.462266 0.471361 1.20609 1.22361 1.21466 -1.74717 
790000000 0.0241145 0.00128877 -0.466811 1.23065 -1.45934 -1.42604 0.800417 0.779082 -0.796773 0.797311 0.462296 0.479804 1.20608 1.22361 1.21467 -1.71446 
810000000 0.0241629 0.00128606 -0.466928 1.2529 -1.45929 -1.41655 0.800545 0.809839 -0.796762 0.795206 0.462326 0.493029 1.20607 1.22362 1.21468 -1.68808 
830000000 0.0242084 0.00128898 -0.467045 1.27638 -1.45923 -1.41323 0.800673 0.858082 -0.796751 0.794845 0.462355 0.494135 1.20606 1.22362 1.21469 -1.65004 
850000000 0.0242548 0.00128041 -0.467161 1.29361 -1.45918 -1.41515 0.800802 0.882988 -0.796741 0.79525 0.462385 0.492652 1.20605 1.22362 1.21471 -1.63412 
870000000 0.0243009 0.00128069 -0.467275 1.30967 -1.45912 -1.41546 0.800931 0.893739 -0.79673 0.795788 0.462415 0.495121 1.20605 1.22362 1.21472 -1.62641 
890000000 0.0243476 0.00127264 -0.467391 1.3192 -1.45907 -1.41216 0.80106 0.901763 -0.79672 0.795485 0.462445 0.496314 1.20604 1.22363 1.21473 -1.61998 
910000000 0.0243941 0.00128917 -0.467505 1.32655 -1.45902 -1.4129 0.80119 0.877749 -0.796709 0.796415 0.462475 0.493452 1.20603 1.22363 1.21474 -1.64172 
930000000 0.02444 0.00128665 -0.467256 1.32001 -1.45912 -1.4134 0.800938 0.876421 -0.796723 0.796446 0.462412 0.493122 1.20605 1.22353 1.21472 -1.63885 
950000000 0.0244867 0.00128673 -0.466889 1.31106 -1.45928 -1.41406 0.800557 0.875157 -0.796745 0.796485 0.462318 0.49269 1.20608 1.2234 1.21469 -1.63459 
970000000 0.0245335 0.001287 -0.466525 1.3022 -1.45943 -1.41472 0.800181 0.873906 -0.796767 0.796523 0.462225 0.492262 1.20611 1.22326 1.21465 -1.63037 
990000000 0.0245804 0.00128722 -0.466164 1.29343 -1.45958 -1.41537 0.79981 0.872667 -0.796789 0.796562 0.462133 0.491838 1.20614 1.22313 1.21462 -1.62619 
10000000 0.0246274 0.0012874 -0.465807 1.28475 -1.45973 -1.41601 0.799442 0.871442 -0.79681 0.7966 0.462042 0.491419 1.20617 1.22301 1.21459 -1.62205 
30000000 0.0246743 0.00128751 -0.465455 1.27615 -1.45988 -1.41665 0.799077 0.870229 -0.796831 0.796637 0.461952 0.491005 1.2062 1.22288 1.21456 -1.61795 
50000000 0.0247213 0.00128758 -0.465105 1.26764 -1.46003 -1.41728 0.798717 0.869028 -0.796852 0.796674 0.461863 0.490594 1.20623 1.22275 1.21453 -1.6139 
70000000 0.0247683 0.00128759 -0.46476 1.25921 -1.46018 -1.41791 0.798361 0.867841 -0.796873 0.796711 0.461774 0.490188 1.20626 1.22263 1.21449 -1.60988 
90000000 0.0248154 0.00128755 -0.464418 1.25087 -1.46032 -1.41853 0.798008 0.866665 -0.796893 0.796747 0.461687 0.489785 1.20629 1.2225 1.21446 -1.60591 
110000000 0.0248624 0.00128742 -0.46408 1.24261 -1.46046 -1.41914 0.797659 0.865502 -0.796913 0.796783 0.461601 0.489387 1.20632 1.22238 1.21443 -1.60197 
130000000 0.0249097 0.00128732 -0.463753 1.23442 -1.46061 -1.41975 0.797314 0.86435 -0.796933 0.796818 0.461515 0.488993 1.20635 1.22226 1.2144 -1.59808 
150000000 0.0249571 0.0012872 -0.463429 1.22631 -1.46075 -1.42035 0.796972 0.86321 -0.796953 0.796854 0.461431 0.488603 1.20638 1.22214 1.21437 -1.59422 
170000000 0.0253809 0.00128716 -0.463106 1.21829 -1.46089 -1.42094 0.796629 0.862081 -0.796974 0.796889 0.461347 0.488217 1.20641 1.22202 1.21434 -1.5904 
190000000 0.0237667 0.00128674 -0.462785 1.21034 -1.46103 -1.42153 0.796283 0.860964 -0.796995 0.796923 0.461263 0.487835 1.20643 1.2219 1.21431 -1.58662 
210000000 0.0237599 0.00128631 -0.462472 1.20247 -1.46116 -1.42211 0.795952 0.85986 -0.797015 0.796957 0.461181 0.487456 1.20646 1.22179 1.21427 -1.58288 
230000000 0.0238068 0.00128584 -0.462164 1.19468 -1.4613 -1.42269 0.795624 0.858766 -0.797035 0.796991 0.461101 0.487082 1.20649 1.22167 1.21424 -1.57917 
250000000 0.0238544 0.00128528 -0.461859 1.18697 -1.46143 -1.42326 0.7953 0.857685 -0.797055 0.797025 0.461021 0.486711 1.20651 1.22156 1.21421 -1.5755 
270000000 0.0239018 0.00128463 -0.461557 1.17933 -1.46156 -1.42382 0.79498 0.856615 -0.797074 0.797058 0.460942 0.486344 1.20654 1.22145 1.21419 -1.57187 
290000000 0.0239492 0.00128388 -0.461258 1.17178 -1.46169 -1.42438 0.794663 0.855555 -0.797094 0.79709 0.460865 0.485981 1.20656 1.22134 1.21416 -1.56827 
310000000 0.0239964 0.00128308 -0.460963 1.16429 -1.46182 -1.42494 0.794349 0.854508 -0.797114 0.797122 0.460788 0.485622 1.20659 1.22123 1.21413 -1.56471 
330000000 0.0240435 0.00128218 -0.460671 1.15688 -1.46195 -1.42549 0.794039 0.853471 -0.797133 0.797154 0.460712 0.485266 1.20661 1.22112 1.2141 -1.56119 
350000000 0.0240907 0.00128123 -0.460382 1.14954 -1.46207 -1.42603 0.793732 0.852445 -0.797152 0.797186 0.460636 0.484914 1.20664 1.22101 1.21407 -1.5577 
370000000 0.0241395 0.00128018 -0.460094 1.14228 -1.4622 -1.42657 0.793425 0.85143 -0.797171 0.797217 0.46056 0.484566 1.20666 1.2209 1.21404 -1.55424 
390000000 0.0241878 0.00127906 -0.459811 1.13508 -1.46232 -1.4271 0.793123 0.850426 -0.79719 0.797248 0.460486 0.484221 1.20669 1.2208 1.21401 -1.55082 
410000000 0.0242358 0.00127786 -0.45953 1.12796 -1.46245 -1.42762 0.792825 0.849432 -0.797208 0.797278 0.460413 0.483881 1.20671 1.22069 1.21399 -1.54744 
430000000 0.0242832 0.00127659 -0.459252 1.12091 -1.46257 -1.42815 0.79253 0.84845 -0.797227 0.797308 0.460341 0.483543 1.20673 1.22059 1.21396 -1.54408 
450000000 0.0243306 0.00127524 -0.458978 1.11393 -1.46269 -1.42866 0.792239 0.847477 -0.797245 0.797337 0.46027 0.483209 1.20676 1.22049 1.21393 -1.54076 
470000000 0.0243796 0.00127384 -0.458704 1.10702 -1.46281 -1.42917 0.791947 0.846515 -0.797264 0.797367 0.460198 0.482879 1.20678 1.22038 1.21391 -1.53748 
490000000 0.0244278 0.00127235 -0.458436 1.10018 -1.46293 -1.42968 0.791661 0.845564 -0.797282 0.797395 0.460128 0.482553 1.2068 1.22028 1.21388 -1.53422 
510000000 0.0244761 0.00127079 -0.45817 1.0934 -1.46304 -1.43018 0.791378 0.844622 -0.797299 0.797424 0.460059 0.48223 1.20683 1.22018 1.21385 -1.531 
530000000 0.0245239 0.00126916 -0.457906 1.08669 -1.46316 -1.43067 0.791099 0.843691 -0.797316 0.797452 0.45999 0.48191 1.20685 1.22009 1.21383 -1.52781 
550000000 0.0245714 0.0012675 -0.457643 1.08005 -1.46327 -1.43116 0.79082 0.84277 -0.797334 0.797479 0.459921 0.481594 1.20687 1.21999 1.2138 -1.52465 
570000000 0.0246218 0.00126568 -0.457385 1.07348 -1.46339 -1.43164 0.790545 0.841858 -0.797351 0.797507 0.459854 0.481281 1.20689 1.21989 1.21378 -1.52153 
590000000 0.02467 0.00126383 -0.45713 1.06697 -1.4635 -1.43212 0.790273 0.840957 -0.797368 0.797534 0.459787 0.480972 1.20691 1.2198 1.21375 -1.51843 
610000000 0.0247179 0.00126191 -0.456878 1.06052 -1.46361 -1.4326 0.790005 0.840065 -0.797385 0.79756 0.459722 0.480667 1.20694 1.2197 1.21373 -1.51537 
630000000 0.0247669 0.00125991 -0.456626 1.05414 -1.46372 -1.43307 0.789737 0.839183 -0.797402 0.797586 0.459656 0.480364 1.20696 1.21961 1.21371 -1.51233 
650000000 0.0248163 0.00125785 -0.456378 1.04782 -1.46383 -1.43353 0.789473 0.838311 -0.797418 0.797612 0.459591 0.480065 1.20698 1.21952 1.21368 -1.50933 
670000000 0.0248647 0.00125571 -0.456133 1.04156 -1.46393 -1.43399 0.789213 0.837448 -0.797434 0.797637 0.459528 0.47977 1.207 1.21943 1.21366 -1.50635 
690000000 0.0249127 0.00125356 -0.455889 1.03537 -1.46404 -1.43445 0.788954 0.836595 -0.79745 0.797662 0.459464 0.479478 1.20702 1.21934 1.21364 -1.50341 
710000000 0.0249633 0.00125122 -0.455649 1.02923 -1.46415 -1.4349 0.788698 0.83575 -0.797466 0.797687 0.459401 0.479189 1.20704 1.21925 1.21361 -1.50049 
730000000 0.0252674 0.00124891 -0.455406 1.02316 -1.46425 -1.43534 0.788436 0.834915 -0.797482 0.797712 0.459339 0.478903 1.20706 1.21916 1.21359 -1.4976 
750000000 0.023749 0.00124633 -0.455166 1.01715 -1.46436 -1.43579 0.788179 0.834089 -0.797499 0.797736 0.459277 0.478621 1.20708 1.21907 1.21356 -1.49475 
770000000 0.0237694 0.00124379 -0.454936 1.0112 -1.46446 -1.43622 0.787932 0.833273 -0.797515 0.797759 0.459217 0.478342 1.2071 1.21899 1.21354 -1.49192 
790000000 0.0238172 0.00124118 -0.454709 1.0053 -1.46456 -1.43665 0.787689 0.832465 -0.797531 0.797782 0.459158 0.478066 1.20712 1.2189 1.21352 -1.48911 
810000000 0.0238663 0.00123851 -0.454481 0.999468 -1.46466 -1.43708 0.787445 0.831667 -0.797547 0.797805 0.459098 0.477793 1.20714 1.21882 1.21349 -1.48634 
830000000 0.0239152 0.00123574 -0.454259 0.99369 -1.46476 -1.4375 0.787206 0.830877 -0.797563 0.797828 0.45904 0.477524 1.20716 1.21873 1.21347 -1.48359 
